シンボル,詳細,価格,価格 - 通貨,価格変動 % 1日,出来高 1日,相対ボリューム 1日,時価総額,時価総額 - 通貨,PER (株価収益率),"希薄化EPS, 直近12ヶ月","希薄化EPS, 直近12ヶ月 - 通貨","希薄化EPS成長率 %, 直近12ヶ月前年比","配当利回り %, 直近12ヶ月",セクター,アナリストの評価
ALMY,"Alchemy Creative, Inc.",0.0001,USD,0,2000,0.2767553206210389,52.800000000000004,USD,,,,,0,通信,評価なし
PEHD,Perigee Holdings Inc,0.0004,USD,0,100,0.21739130434782608,164,USD,,,,,0,テクノロジーサービス,評価なし
NGMCD,Next Generation Management Corp.,0.51,USD,-89.65807570450811,789,2.8401727861771056,101999.31999999999,USD,,-36.105,USD,-418.94031076914916,0,商業サービス,評価なし
MBAI,Check-Cap Ltd.,1.71,USD,-2.285714285714288,78819,0.0852623896250733,12463093.645714285,USD,,,,,0,ヘルスケアテクノロジー,評価なし
FFDF,FFD Financial Corporation,39.78,USD,0.7088607594936738,142,0.11029126213592233,117309541.99999999,USD,,,,,3.15485168426345,金融,評価なし
CYVF,Crystal Valley Financial Corporation,77.5,USD,-0.641025641025641,519,0.9980769230769231,114232057.70842735,USD,,,,,2.46308595009349,金融,評価なし
FUNFF,"FansUnite Entertainment, Inc.",0.0003,USD,-90,348,0.0032041868040906785,,,,-0.0008615999999999999,USD,96.19012749542006,,小売業,評価なし
CRT,Cross Timbers Royalty Trust,8.51,USD,0.4722550177095531,30642,1.569863055807448,50820002,USD,11.481381543443065,0.7412,USD,-34.37804338202744,8.83676505312869,その他,評価なし
AHG,Akso Health Group Sponsored ADR,1.445,USD,-2.358267450503408,596,0.0915106941608193,816699357,USD,,,,,0,小売業,評価なし
CETI,Cyber Enviro-Tech Inc,0.0064,USD,-8.57142857142857,1553125,0.47186621588283834,824891.4285714285,USD,,,,,0,産業サービス,評価なし
FLG/PU,"Flagstar Bank, National Association 6 % Bifurcated Option Note Unit Secs Cons of 1 6% Trust Pfd Sec 1.11.51 + 1 Wt 7.5.51",40.91,USD,0.34338974736324124,16019,3.0494955263658863,,,,-0.5108,USD,86.39499267545612,0.28169014084507,金融,評価なし
JLS,Nuveen Mortgage and Income Fund,18.85,USD,0.4797441364605535,14888,0.6687028386633129,102741578.8,USD,9.755718869682228,1.9322,USD,-14.204520225567252,9.81876332622601,その他,評価なし
NINEQ,"Nine Energy Service, Inc.",0.03,USD,-14.285714285714295,483446,,1300840.2857142854,USD,,-1.0051,USD,16.024730553930986,0,産業サービス,評価なし
AUID,authID Inc.,1.82,USD,0.5524861878453043,294767,0.11709020820437437,27427728.806629833,USD,,-1.6,USD,-21.608269362316637,0,電子テクノロジー,評価なし
SEBC,Southeastern Banking Corporation,26.7,USD,-0.37313432835821425,4734,1.838161062359245,83544296.01492538,USD,8.35733066232628,3.1948,USD,-7.222302889501958,3.17164179104478,金融,評価なし
RHCO,Readen Holding Corp.,0.0202,USD,-7.972665148063789,27598,4.6666328480359835,7401361.797530864,USD,,,,,0,金融,評価なし
GRF,Eagle Capital Growth Fund Inc,11.09,USD,0.225937641211029,1623,1.6217026378896884,43904149.599999994,USD,8.77234614776143,1.2642,USD,1.869460112812239,7.68187980117488,その他,評価なし
IMMR,Immersion Corporation,6.57,USD,-0.303490136570555,391071,1.2221438511542786,212844556.3657056,USD,,,,,3.18664643399089,電子テクノロジー,評価なし
PRKV,"Park Vida Group, Inc.",0.0095,USD,0,23685,0.941023623924289,732301,USD,,,,,0,消費者サービス,評価なし
SAML,Samsara Luggage Inc,0.0002,USD,0,1000,0.025777049146521906,42746,USD,,,,,0,小売業,評価なし
TIPS,"Tianrong Internet Products & Services, Inc. Class A",0.008,USD,14.285714285714285,38200,0.3683639049659697,679090.2857142857,USD,,-0.0038,USD,-642.8571428571428,0,非エネルギー鉱物,評価なし
MOVE,"Movano, Inc.",13.52,USD,0.148148148148145,232270,0.3716382435224912,12296250.719999999,USD,,-22.8893,USD,55.9749189771405,0,テクノロジーサービス,評価なし
SFWL,Shengfeng Development Limited Class A,0.892,USD,2.5287356321839103,819,0.11774177317097716,72461642.55632183,USD,6.286116983791403,0.1419,USD,31.754874651810578,0,交通・輸送,評価なし
IPOD,Dune Acquisition Corporation II Class A,10.33,USD,0.29126213592232386,135,0.006475689780881845,209004970.4252427,USD,103.61083249749248,0.0997,USD,,0,金融,評価なし
RUBI,Rubico Inc.,0.5692,USD,-3.8513513513513398,227166,1.9393387845560426,2265104.478378379,USD,,,,,,交通・輸送,評価なし
SIGA,SIGA Technologies Inc,6.69,USD,2.450229709035224,353852,1.0400810309221382,479079647.20061255,USD,6.427747886241353,1.0408,USD,-13.569174555721641,0,ヘルスケアテクノロジー,評価なし
BVFL,"BV Financial, Inc.",19.67,USD,-0.5058168942842584,13640,0.8701032769212124,175140245.29387966,USD,13.433039677661682,1.4643,USD,33.726027397260275,0,金融,評価なし
SCPS,"Scopus BioPharma, Inc.",0.0006,USD,49.99999999999998,102,0.051963930918538896,25250.579999999998,USD,,,,,0,ヘルスケアテクノロジー,評価なし
IDTA,Identa Corp.,0.25,USD,42.85714285714287,29204,4.872449405208803,1011397.0000000001,USD,,-0.0194,USD,-117.73308957952469,0,ヘルスケアテクノロジー,評価なし
VIOT,"Viomi Technology Co., Ltd. Sponsored ADR Class A",1.41,USD,-0.7042253521126767,327760,0.7791741600212052,96498237,USD,3.927576601671309,0.359,USD,,0,耐久消費財,評価なし
TRRI,Trinity Resources Inc,0.0003,USD,0,113,0.029579603162138108,452,USD,,,,,0,素材産業,評価なし
AUSAF,"Australis Capital, Inc.",0.0001,USD,9900.000000000002,24951,1.2016123594964507,,,,,,,,素材産業,評価なし
FF,FutureFuel Corp.,3.72,USD,0.8130081300813075,170102,0.6966890661240664,162948061.2682927,USD,,-0.7896,USD,-195.75551782682513,6.50406504065041,素材産業,評価なし
GNIS,"Genesis Holdings, Inc.",0.034,USD,0.29498525073747156,50662,0.3178235778646436,63177.817109144555,USD,,-0.5896,USD,19.232876712328764,0,金融,評価なし
UCLE,US Nuclear Corp.,0.09,USD,-18.181818181818183,38839,0.20265471995725565,5524403.7272727275,USD,,-0.0376,USD,17.903930131004365,0,電子テクノロジー,評価なし
DCAC,"Daniels Corporate Advisory Co., Inc.",0.000001,USD,0,29324,0.05131267818967948,1741.1999999999998,USD,,,,,,金融,評価なし
GFAI,"Guardforce AI Co., Ltd.",0.4449,USD,7.050048123195378,1460996,2.6221087627130446,9353367.353705484,USD,,-0.4523,USD,74.69367201924692,0,テクノロジーサービス,評価なし
LBUY,"Leafbuyer Technologies, Inc.",0.012,USD,-14.285714285714285,165138,2.221693049086638,1200852.8571428573,USD,6,0.002,USD,,0,商業サービス,評価なし
ROMA,Roma Green Finance Limited Class A,2.05,USD,-5.963302752293593,42811,0.03140416777341582,122107375.45871559,USD,,-0.1373,USD,42.81549354435652,0,商業サービス,評価なし
VPIM,Vitality Prime Inc,0.245,USD,-62.30769230769231,250,0.21413276231263384,7829850,USD,,,,,0,電子テクノロジー,評価なし
FBTT,"First Bankers Trustshares, Inc.",25,USD,-0.9900990099009901,120,0.064405324173465,76999995.02586551,USD,,,,,3.54158376442499,金融,評価なし
CPPTL,Copper Property CTL Pass Through Trust,10.88,USD,0,1722,1.8962669309547406,816000000,USD,13.325168401714636,0.8165,USD,-9.378468368479469,14.8634007352941,その他,評価なし
PFD,Flaherty & Crumrine Preferred and Income Fund Inc,11.98,USD,-0.24979184013321698,24076,0.6729970956804185,154359726,USD,12.322567372968527,0.9722,USD,-55.60730593607306,6.20066611157369,その他,評価なし
BMRA,"Biomerica, Inc.",2.32,USD,6.91244239631336,28191,2.5662476218218893,7006556.0921658985,USD,,-1.5445,USD,41.885841140836064,0,ヘルスケアテクノロジー,評価なし
CNBB,CNB Community Bancorp Inc,45.05,USD,-0.5518763796909493,568,0.08364873422381927,94650052.00000001,USD,,,,,2.77469478357381,金融,評価なし
ATII,Archimedes Tech SPAC Partners II Corporation,10.65,USD,0,212,0.002585725332546232,315133490,USD,53.41023069207623,0.1994,USD,,0,金融,評価なし
WNMLA,Winmill & Co. Incorporated Class A,4.8,USD,4.347826086956526,450,0.4699248120300752,7828800,USD,4.030903594222371,1.1908,USD,-3.9677419354838634,0,金融,評価なし
OTTV,"Viva Entertainment Group, Inc.",0.000001,USD,0,100,0.00011787846117684668,1142.3899999999999,USD,,,,,,非エネルギー鉱物,評価なし
CVST,"Covista Communications, Inc.",0.0003,USD,0,10100,1.2907843112195996,5346.599999999999,USD,,,,,0,通信,評価なし
ACV,Virtus Diversified Income & Convertible Fund,27.9,USD,-0.14316392269149142,35505,1.1911511609572152,289849560,USD,6.695143021693222,4.1672,USD,130.80587094987536,7.73085182534001,その他,評価なし
ABVC,"ABVC BioPharma, Inc.",1.7,USD,-1.7341040462427761,27942,0.41722038231016634,41311854.27745664,USD,,-0.2231,USD,75.21661852921572,0,ヘルスケアテクノロジー,評価なし
CMND,Clearmind Medicine Inc.,1.19,USD,-4.032258064516133,130551,0.15649754113138642,1784807.1048387098,USD,,-30.3748,USD,61.573844487850295,0,非エネルギー鉱物,評価なし
UGIZ,Unique Global Innovative Solutions Corp.,0.00926,USD,4.893520616221095,5500,0.05834522338264389,119084.56502038965,USD,,0,USD,100,0,消費者サービス,評価なし
HUHU,HUHUTECH International Group Inc.,6.48,USD,6.930693069306945,41912,3.4331023410494583,156192287.16831684,USD,,-0.0706,USD,,0,テクノロジーサービス,評価なし
WBTMU,Westbrook-Thompson Overriding Royalty Trust,125,USD,4.166666666666666,112,2.040072859744991,,,,,,,,その他,評価なし
PFSB,"PFS Bancorp, Inc.",16.96,USD,5.3416149068322945,2883,1.1830604456481595,,,,,,,,金融,評価なし
EMMS,Emmis Corporation Class A,2,USD,0,250,0.15326140264835703,24313532,USD,,,,,0,消費者サービス,評価なし
MGNO,"Magnolia Bancorp, Inc.",12.49,USD,1.5447154471544675,1600,2.6666666666666665,,,,,,,,金融,評価なし
BLHK,blueharbor bank,39,USD,4.557640750670249,360,0.7244918494666935,113617806.03217159,USD,10.714285714285714,3.64,USD,62.499999999999986,0,金融,評価なし
UATG,"Umbra Applied Technologies Group, Inc.",0.0002,USD,100,26000,0.472744463435034,200000,USD,,,,,0,電子テクノロジー,評価なし
CURR,Currenc Group Inc.,1.98,USD,19.277108433734945,528397,3.033276100300746,151690653.10843375,USD,,-0.7435,USD,-9682.894736842105,0,金融,評価なし
EMO,"ClearBridge Energy Midstream Opportunity Fund, Inc.",49.66,USD,1.491927243000198,50088,1.062088766091531,1186733541,USD,,-2.0318,USD,-110.40508014543965,8.46963008379317,その他,評価なし
HMLA,Himalaya Technologies Inc,0.0001,USD,0,1500000,2.8769488691385283,38928,USD,,,,,0,エネルギー鉱物,評価なし
FMFC,Kandal M Venture Limited Class A,0.333,USD,-1.7699115044247802,75824,0.24496035676648711,6093900,USD,,,,,0,非耐久消費財,評価なし
CYBL,Cyberlux Corporation,0.001287,USD,7.250000000000005,38005637,1.3184375251148945,9235439.07,USD,,,,,0,生産財製造,評価なし
CZOOF,Cazoo Group Ltd Class A,0.0001,USD,0,265,0.030652493262234973,489.99999999999994,USD,,,,,0,小売業,評価なし
GMNI,Gemini Group Global Corporation,0.0013,USD,0,100110,0.294826966227278,956494.9999999999,USD,,0,USD,,0,非耐久消費財,評価なし
IFN,India Fund Inc,14.23,USD,0.7790368271954761,259918,0.7931257027861226,563352700,USD,,-0.2412,USD,-104.58668492212904,11.947776203966,その他,評価なし
POFCY,Petrofac Limited Unsponsored ADR,0.000001,USD,-99.98,300,0.006371943060316813,,,,,,,,産業サービス,評価なし
SSOF,"Sixty Six Oilfield Services, Inc.",0.0007,USD,0,265000,0.17679563318788946,979693.0000000001,USD,,,,,0,産業サービス,評価なし
PKLE,PickleJar Entertainment Group Inc,0.009,USD,17.18749999999999,43633,0.2230098898571465,1121755.2631578946,USD,,,,,0,ヘルスケアサービス,評価なし
VRDR,"Verde Resources, Inc.",0.044375,USD,0,1032,0.009639256432242192,57431221,USD,,-0.0049,USD,-157.89473684210526,0,非エネルギー鉱物,評価なし
DTRK,"DATATRAK International, Inc.",0.37375,USD,-50.16666666666666,5845,1.3922633509599354,10673530,USD,,,,,0,テクノロジーサービス,評価なし
STEW,"SRH Total Return Fund, Inc.",18.28,USD,0,67152,0.570242628251942,1762950620,USD,10.126862777685448,1.8051,USD,-68.16009031097313,3.61050328227571,その他,評価なし
MSPR,"MSP Recovery, Inc. Class A",0.046,USD,-5.930470347648262,85926,0.5619847034678157,655460.4907975461,USD,,-1490.9392,USD,-52.166263373903476,0,金融,評価なし
RPGL,Republic Power Group Limited Class A,0.48,USD,-4.0000000000000036,3615121,0.12924757536893378,8328000,USD,,,,,0,テクノロジーサービス,評価なし
DNMX,Dynamix Corporation III Class A,9.96,USD,0.10050251256282978,125208,1.1445778176343306,267259991.3246231,USD,,,,,0,金融,評価なし
BOF,BranchOut Food Inc.,2.95,USD,0.3401360544217766,68186,0.5035354411824435,39560853.58843538,USD,,-0.5913,USD,42.64235134348627,0,非耐久消費財,評価なし
ERAO,Energy Resource Abundance,0.0075,USD,0,33872,0.264593992891458,,,,,,,,,評価なし
WIA,Western Asset Inflation-Linked Income Fund of Benef Interest,8.37,USD,0.35971223021581966,24073,0.8514664478431261,194507982,USD,12.664548343168404,0.6609,USD,21.355123026074196,7.41007194244604,その他,評価なし
KLYG,"Kelyniam Global, Inc.",0.1398,USD,14.1336294167592,10401,0.661935976579902,1761480,USD,,,,,0,ヘルスケアテクノロジー,評価なし
SCD,LMP Capital and Income Fund Inc,15.98,USD,0.7566204287515826,44399,0.7925222768035642,363019746.18,USD,,-0.4583,USD,-109.18694623742134,8.94867591424969,その他,評価なし
KTBA,CORTS Trust for BellSouth Debentures 7 % Corporate Backed Trust Secs 1999-1.12.95 Based on 7% Debs 95 BellSouth Telecomm,21.35,USD,0.47058823529412436,576,0.3322374113168368,29163915,USD,,,,,,金融,評価なし
BORT,Bank of Botetourt Buchanan VA,45.25,USD,0.5555555555555556,1959,1.0924604059781395,87193084.74512339,USD,8.61609352983739,5.2518,USD,37.64021385889507,1.93986420950533,金融,評価なし
EVFM,"Evofem Biosciences, Inc.",0.0091,USD,0,81779,0.6329095310623228,1152842,USD,,-0.0582,USD,93.59876814782226,0,ヘルスケアテクノロジー,評価なし
MNPP,"Merchants' National Properties, Inc.",2117,USD,0.8095238095238094,9,0.7563025210084033,191783272.9241218,USD,33.2812445959245,63.6094,USD,-73.4213197205974,3.98126463700234,金融,評価なし
LITS,Lite Strategy Inc,1.03,USD,-1.9047619047619064,254366,0.6213742218348428,37872764.51428572,USD,,-1.3148,USD,81.20183578056417,0,ヘルスケアテクノロジー,評価なし
BSFO,Bank of San Francisco,37.1,USD,0,600,0.4888381945576014,74979209,USD,12.72465358759775,2.9156,USD,-6.259846317075526,0,金融,評価なし
PCYN,Procyon Corporation,0.188,USD,0,8626,1.4539019046013821,1526633,USD,,,,,0,ヘルスケアテクノロジー,評価なし
JF,J and Friends Holdings Limited Sponsored ADR Class A,0.92,USD,-3.1578947368420964,42165,0.9648145309099896,15055795,USD,,-0.1041,USD,71.81153533712428,0,金融,評価なし
WGNR,Wegener Corporation,0.012,USD,42.99332697807436,1000,0.08799486110011176,325765.00000000006,USD,,,,,0,電子テクノロジー,評価なし
SONX,Sonendo Inc,0.13,USD,0,117,0.04535059498430172,55562,USD,,,,,0,ヘルスケアテクノロジー,評価なし
IGPK,"Integrated Cannabis Solutions, Inc.",0.0009,USD,0,702679,0.5355712807837882,19415755.999999996,USD,,,,,0,素材産業,評価なし
CSHX,Cashmere Valley Bank,73.9,USD,0,452,0.15459862502992783,274266566,USD,9.698162729658794,7.62,USD,5.248618784530385,2.63870094722598,金融,評価なし
BHK,Blackrock Core Bond Trust,9.69,USD,0.8324661810613951,446969,2.0715124572807824,520556402.00000006,USD,16.357191087103306,0.5924,USD,28.03112167711261,9.12610995318512,その他,評価なし
LYRA,"Lyra Therapeutics, Inc.",1.47,USD,-3.2894736842105288,24288,0.3991526551835766,2609076.8881578944,USD,,-23.7775,USD,68.96535971598621,0,ヘルスケアテクノロジー,評価なし
HGLC,Hunt Gold Corp.,0.000001,USD,0,2200,0.0003425650460952412,293823,USD,,,,,,非エネルギー鉱物,評価なし
PSUD,"PetroSun, Incorporated",0.00982,USD,15.52941176470588,200,0.0008264360359169101,6252924,USD,,-0.0601,USD,-4908.333333333334,0,産業サービス,評価なし
CANN,TREES Corporation,0.0332,USD,-13.08900523560209,254029,1.683459578387907,3610384.408376964,USD,,,,,0,商業サービス,評価なし
GRX,Gabelli Healthcare & Wellness Trust,9.67,USD,-0.10330578512396474,56066,1.8981937602627257,152947872,USD,,-0.0459,USD,86.66472980825102,6.81818181818182,その他,評価なし
ERH,Allspring Utilities and High Income Fund,12.06,USD,1.0896898575021021,35365,1.2407117647471566,105367668.8,USD,7.120925838450638,1.6936,USD,-22.086764502921294,7.46865046102263,その他,評価なし
CWD,"CaliberCos, Inc. Class A",1.27,USD,-2.3076923076923097,19926,0.2044138873415423,8769528.776923075,USD,,-19.7698,USD,-99.5981746224053,0,金融,評価なし
DHCC,Diamondhead Casino Corporation,0.0007,USD,0,9540,0.08727320630233305,25408.32,USD,,,,,0,産業サービス,評価なし
NPHC,Nutra Pharma Corp.,0.0002,USD,0,1006903,1.4049191137915513,1419944.9999999998,USD,,,,,0,ヘルスケアテクノロジー,評価なし
CVU,"CPI Aerostructures, Inc.",3.78,USD,2.439024390243899,31537,0.4323281729586864,49840243.46341463,USD,,-0.0459,USD,-103.42486196090137,0,電子テクノロジー,評価なし
CDTG,CDT Environmental Technology Investment Holdings Limited,0.3106,USD,3.498833722092639,3256,0.14268435905975566,3828144.482505832,USD,,-0.0148,USD,-116.38981173864893,0,生産財製造,評価なし
GSIW,Garden Stage Ltd.,0.1396,USD,-1.4124293785310746,529725,1.0273257298914407,30453598.0338983,USD,,-0.1797,USD,60.52284710017574,0,金融,評価なし
MBAK,MBAK Energy Solutions Inc.,0.008,USD,14.285714285714285,10363984,1.4215744334244211,933792,USD,,,,,0,テクノロジーサービス,評価なし
WSBF,"Waterstone Financial, Inc.",17.89,USD,1.3597733711048272,38131,0.6789695887293649,330194268.392068,USD,12.056880981264321,1.4838,USD,47.377830750893935,3.39943342776204,金融,評価なし
VTGDF,Vantage Drilling Company,0.0401,USD,39999.99999999999,150,0.0006388304122457827,12496421,USD,,,,,,産業サービス,評価なし
IONI,I-On Digital Corp.,0.5525,USD,-2.212389380530966,1333,0.16572593679289854,17186194.07964602,USD,,-0.0543,USD,5.400696864111495,0,テクノロジーサービス,評価なし
SEAV,SEATech Ventures Corp,0.0315,USD,0,121,0.011894112905603995,2915712.45,USD,,-0.0009,USD,71.875,0,商業サービス,評価なし
CPSS,"Consumer Portfolio Services, Inc.",8.78,USD,-1.679731243001124,15341,0.7939366651658412,193783797.86114222,USD,10.90547758042479,0.8051,USD,-7.096699746134318,0,金融,評価なし
DEVS,DevvStream Corp,0.9396,USD,5.490063994610973,36404,0.2119019956180693,4115459.603907039,USD,,-2.5886,USD,-266.0868335454674,0,商業サービス,評価なし
ELEK,Elektros Inc,0.0067,USD,-9.45945945945946,142139,0.13520681156428743,2997852.527027027,USD,,-0.0002,USD,0,0,生産財製造,評価なし
ORBN,"Oregon Bancorp, Inc.",26,USD,2.9702970297029703,502,0.04816826268015122,60346003.089108914,USD,,,,,3.16831683168317,金融,評価なし
SIRC,Solar Integrated Roofing Corporation,0.000001,USD,0,12975,0.008513504123521464,10975,USD,,,,,,産業サービス,評価なし
NCPL,NetCapital Inc,0.5701,USD,-6.032635569474199,121898,0.6960175040711126,4474086.916103512,USD,,-12.6526,USD,56.39921155648674,0,商業サービス,評価なし
TSI,TCW Strategic Income Fund Inc,4.72,USD,-2.2774327122153273,1040881,10.687058248559495,230803482,USD,10.055389859394973,0.4694,USD,12.189292543021029,4.96894409937888,その他,評価なし
