シンボル,詳細,テクニカルの評価 1日,移動平均線の評価 1日,オシレーターの評価 1日,RSI (相対力指数) (14) 1日,MOM (モメンタム) (10) 1日,AO (オーサム・オシレーター) 1日,CCI (商品チャネル指数) (20) 1日,"STOCH (ストキャスティクス) (14,3,3) 1日, %K","STOCH (ストキャスティクス) (14,3,3) 1日, %D",ローソク足パターン 1日
AZ,A2Z Cust2Mate Solutions Corp.,売り,強い売り,売り,43.3294136291662,-1.37,-0.7619179411764669,-77.5528509190292,22.9457364341085,16.546608341874162,
HROW,"Harrow, Inc.",買い,強い買い,買い,54.98208588077285,4.730000000000004,-0.5944299999999814,72.81989436232173,88.4039366709457,78.7180808270117,同時線
CLNN,Clene Inc,売り,強い売り,中立,40.85592368900536,-0.7700000000000005,-1.0700073529411789,-43.77606527419278,32.68817204301076,22.22222222222224,陰のコマ
PMNT,Perfect Moment Ltd.,売り,強い売り,買い,26.298565464776118,-0.08560000000000001,-0.09312795588235323,-113.0229101916975,14.396516182230448,10.024417635657347,"トンボ, 下影線"
GOLD,"Gold.com, Inc.",買い,強い買い,売り,77.90122327377365,11.440000000000005,13.16791882352942,170.68573902072308,86.3515614555842,78.12068912724423,
ALDX,"Aldeyra Therapeutics, Inc.",強い買い,強い買い,中立,59.29049872032734,-0.05999999999999961,0.4324147058823522,76.29755573960901,66.1697251613984,64.03474488634173,
AMZE,"Amaze Holdings, Inc.",売り,強い売り,中立,44.359920408708355,-0.14349999999999996,-0.03022876470588376,-65.36420238118133,16.63546402781492,13.056091688526166,
BCO,Brink's Company,強い買い,強い買い,買い,65.95879262407394,6.010000000000005,6.308872647058763,162.36699815515675,79.67114647745227,78.79823100004522,
INVE,"Identiv, Inc.",買い,買い,買い,52.03239062547976,0.15000000000000036,-0.04906735294117448,63.870198849504426,70.23069261622122,64.77491875394021,
COSO,"CoastalSouth Bancshares, Inc.",買い,強い買い,売り,71.90399556045672,1.6000000000000014,1.3602102941176533,122.55240601741289,79.74513749161639,78.1801922646993,
ICU,SeaStar Medical Holding Corporation,強い売り,強い売り,売り,43.49489228309874,-0.11000000000000032,-0.006053529411763847,-78.29728443375382,34.47655783723972,40.165311222594006,
INUV,"Inuvo, Inc.",売り,強い売り,売り,36.66392204826202,-1.4799999999999998,-0.8109367647058852,-75.04234650534555,14.971333299307572,11.39862876197281,
IRMD,IRadimed Corp.,強い買い,強い買い,中立,64.83496988476136,5.310000000000002,-1.3796120588235112,125.16815701762869,42.214280642794584,24.473725731506253,
PSHG,Performance Shipping Inc.,売り,強い売り,売り,43.099081517350015,-0.1100000000000001,-0.09682823529411744,-116.71057324306366,28.28282828282828,24.65993265993264,
UTL,Unitil Corporation,強い買い,強い買い,買い,57.28795742106328,1,1.6595971147058535,155.1485502397583,49.71768392621712,61.299147801734115,
SPRB,"Spruce Biosciences, Inc.",強い買い,強い買い,買い,53.34143554450279,-0.6149999999999949,-3.9307897058824466,70.00329235807044,50.843307943416754,34.738474909006946,
TLPH,"Talphera, Inc.",売り,強い売り,中立,31.107132850151743,-0.16390000000000005,-0.20645217647058933,-89.78088370267642,25.849627560521398,20.802296710117925,同時線
FLYX,"flyExclusive, Inc.",強い売り,強い売り,売り,44.30051163824836,-0.17999999999999972,-0.8309908823529413,-58.498947980872806,56.407249169249674,39.64269506258467,
TMC,TMC the metals company Inc.,売り,強い売り,売り,44.877607041967586,-1.6500000000000004,-0.9213352941176485,-91.99849265167633,19.306184012066364,13.869080992579613,
BTBT,"Bit Digital, Inc.",強い売り,強い売り,売り,38.281963238925535,-0.4800000000000002,-0.3499132352941168,-106.2704109677627,34.59970095180093,24.074858903896047,
SNTI,"Senti Biosciences, Inc.",売り,強い売り,中立,35.98791104111557,-0.1775000000000001,-0.16693167941176423,-121.15292993761983,28.015267175572507,22.438224128508285,陰の丸坊主
ZDGE,"Zedge, Inc. Class B",買い,買い,中立,49.5872038860873,0.009999999999999787,-0.26344088235294194,7.9763645868202975,55.02413560844184,37.947664331034844,
ESE,ESCO Technologies Inc.,強い買い,強い買い,買い,84.8607111775244,54.579999999999984,33.79797941176457,248.0506269539843,92.05880741102344,87.28573462774436,
SMC,Summit Midstream Corporation,強い買い,強い買い,買い,63.16269878317428,1.009999999999998,1.128022352941155,102.94073394362806,70.71634615384617,62.94887992334293,同時線
LLYVA,"Liberty Live Holdings, Inc. Registered Series -A-",強い買い,強い買い,買い,62.139454942329564,3.1299999999999955,-0.3399485294117994,189.03139577081922,67.72602453999663,44.48101959735763,
IPM,Intelligent Protection Management Corp.,売り,強い売り,中立,42.677426800055194,-0.06000000000000005,-0.049148823529409746,-111.43197318963637,25.490196078431367,21.081968140791666,
IDAI,"T Stamp, Inc. Class A",売り,売り,売り,43.25733943368649,-0.6400000000000001,-0.7053279411764728,-42.625773174581354,32.4065473610337,21.329150067771646,
TTMI,"TTM Technologies, Inc.",中立,買い,売り,52.56770366227557,-0.8400000000000034,9.702018235294162,-73.62047298627985,51.28995433789953,46.68855669520397,
DWTX,Dogwood Therapeutics Inc,売り,強い売り,中立,41.39144351143509,-0.2599999999999998,-0.3102499999999955,65.35670188337872,44.97716684629564,53.025573559153884,
AIV,Apartment Investment and Management Company Class A,買い,買い,買い,56.62190547133112,0.10000000000000053,0.03548441176468309,132.3420957547306,66.72877846790895,73.99857791162141,
PASG,"Passage Bio, Inc.",売り,強い売り,買い,38.66166601621922,-3.2799999999999994,-2.813428235294113,-117.23595580891134,6.455055814674296,5.426818664056775,
AVNW,"Aviat Networks, Inc.",買い,強い買い,売り,74.82705362774864,4.68,3.495031176470647,149.6168857862089,86.64619561350214,84.42028787190448,
HSCS,HeartSciences Inc.,中立,買い,中立,51.230368687115366,-0.17999999999999972,-0.08684264705881883,-28.453614148711328,40.07455770247354,29.169252595543668,流れ星
WLY,"John Wiley & Sons, Inc. Class A",売り,強い売り,中立,41.674724814271656,-1.3399999999999999,-1.3755735294116889,-102.76155689458382,26.912181303116153,25.118035882908412,
ROCK,"Gibraltar Industries, Inc.",買い,買い,中立,56.89872691651624,3.950000000000003,1.5921414705881745,54.198323913586044,87.66776738753185,77.07787882106776,
CV,"CapsoVision, Inc.",売り,強い売り,買い,33.67478546391712,-0.5999999999999996,-2.586470294117646,-101.1771323863174,9.205900008575602,8.166293571216887,
TYGO,"Tigo Energy, Inc.",買い,強い買い,中立,63.703713676374576,0.33999999999999986,1.2511867647058819,87.4030300645551,74.70762777475186,79.48366199757352,
PYPD,PolyPid Ltd.,買い,強い買い,売り,55.214120319421774,-0.1200000000000001,0.011552314705887134,11.151552934743716,37.65406453399803,28.23005944595747,
DC,Dakota Gold Corp,売り,売り,売り,46.2447150522285,-0.7700000000000005,-0.03311000000000064,-118.31160834039365,27.721132897603482,25.092229484386397,
HNI,HNI Corporation,買い,強い買い,中立,78.8479193376306,4.439999999999998,5.497578235294114,146.9763576719213,87.79742579096262,91.11086669607168,
SQNS,Sequans Communications SA Sponsored ADR,売り,強い売り,売り,33.645462857329036,-1.7300000000000004,-1.2172023529411402,-114.2300553669502,21.21807465618861,15.991408510621602,陰のコマ
ARDX,"Ardelyx, Inc.",中立,買い,中立,52.02838312458815,-0.5899999999999999,0.3219426470588216,-40.12296643610519,28.049203049203076,27.182917602079314,陰のコマ
PMVP,"PMV Pharmaceuticals, Inc.",買い,買い,買い,53.915556664351705,-0.040000000000000036,-0.09162470588235583,54.50076347249687,37.03703703703702,18.2716049382716,
INLX,"Intellinetics, Inc.",売り,強い売り,買い,48.42300580362474,0.20999999999999908,0.14013705882352667,4.04820715437753,51.10886246732442,64.94971297006725,はらみ線 (強気)
USAU,U.S. Gold Corp.,売り,強い売り,売り,43.27638194264779,-4.260000000000002,-2.580405882352963,-76.59179680449364,17.772108843537413,12.812637184907933,
PPIH,Perma-Pipe International Holdings Inc,強い買い,強い買い,買い,59.08998899905724,2.4399999999999977,-0.22429088235295325,148.4530638432519,85.27471768980264,65.38722398191966,
RZLV,Rezolve AI PLC,強い売り,強い売り,売り,43.45693219779805,-0.4500000000000002,-0.5973264705882313,-57.92146408699785,24.331265082473312,16.30941175276141,
TPST,"Tempest Therapeutics, Inc.",売り,強い売り,中立,38.71708851254833,-0.52,-0.42183823529411146,-94.21679516783367,20.748299319727888,16.464113735381797,
KPRX,"Kiora Pharmaceuticals, Inc.",買い,買い,中立,54.73597624817358,0.16000000000000014,0.04450588235289343,51.47739467368325,43.410852713178286,35.91731266149869,
ATAI,AtaiBeckley Inc.,買い,買い,中立,49.58408452746486,-0.04999999999999982,-0.19181176470588346,49.810078399954904,62.556379181864536,44.83608071859834,
MPB,"Mid Penn Bancorp, Inc.",買い,強い買い,中立,59.99937360276044,2.490000000000002,2.171102941176457,65.71456576622396,78.27160493827165,81.59122085048013,
DSP,"Viant Technology, Inc. Class A",売り,強い売り,買い,36.42832692912953,-2.3200000000000003,-1.2154167647058554,-115.46659707595718,9.829059829059828,8.565453341572718,上影線
MRAM,"Everspin Technologies, Inc.",中立,中立,中立,47.82050236170833,-2.6099999999999994,-1.0294632352941164,-66.92642638633136,18.648648648648656,12.636246966289285,
ACOG,Alpha Cognition Inc,売り,強い売り,中立,48.14989995938601,-0.5249999999999995,-0.7628342058824078,-19.611954817941708,41.8166243806567,27.948690581397788,
GWH,ESS Tech Inc,売り,強い売り,売り,38.79176316752484,-0.17999999999999994,-0.23589705882352918,-115.8542548708266,28.740793964433276,23.433443768853465,
ACET,Adicet Bio Inc,売り,強い売り,中立,39.889050530512485,-1.4099999999999993,-0.8252252941176383,-111.21413304643423,28.15094727641963,19.099311510582524,上影線
BBW,"Build-A-Bear Workshop, Inc.",強い売り,強い売り,中立,29.36707223092459,-8.769999999999996,-5.985054411764722,-149.40152288174608,5.047935774482348,4.426835565880634,
IQST,"iQSTEL, Inc.",強い売り,強い売り,売り,29.160343653162386,-0.79,-0.567377941175844,-144.07508346144775,21.269841269841255,23.280423280423264,
AIM,AIM ImmunoTech Inc.,売り,強い売り,買い,36.548325170777154,-0.23449999999999993,-0.0936785620588183,-192.77184804856626,16.72526241481029,16.49402496840592,
XELB,"XCel Brands, Inc.",買い,強い買い,買い,63.372916837410266,0.19999999999999996,0.25960558823529856,99.71847545041663,74.82993197278914,78.03837953091684,
GRO,Brazil Potash Corp.,買い,強い買い,中立,52.81467583780123,-0.18000000000000016,0.15213882352941344,24.804599910308283,49.350649350649356,33.982683982683994,
CSBR,"Champions Oncology, Inc.",強い売り,強い売り,中立,35.52487908136024,-0.71,-0.2660482352941207,-170.554555978629,1.1299435028248277,0.9416195856873557,
WYY,WidePoint Corporation,売り,強い売り,中立,35.24454453197367,-1.29,-0.5894735294117615,-122.79114233575297,18.168168168168155,21.971971971971964,
AVBP,"ArriVent BioPharma, Inc.",売り,強い売り,中立,43.97503438329923,-2.030000000000001,-0.09561911764706466,-100.54450454010562,18.40987897456611,21.808844900043198,
POWW,Outdoor Holding Company,強い買い,強い買い,買い,63.975018818322916,0.25,-0.02878852941176513,139.63337552111653,62.01058201058199,39.97740852813313,
ARMP,"Armata Pharmaceuticals, Inc.",強い買い,強い買い,中立,64.5463719297465,1.540000000000001,1.2521388676470595,122.9778105800036,84.21641561180915,86.50462315555653,
CNR,"Core Natural Resources, Inc.",売り,売り,中立,47.072715532307804,-5.849999999999994,-1.844123529411732,-62.617062766745775,36.71497584541063,27.531512398481897,包み線 (弱気)
IBRX,ImmunityBio Inc,買い,強い買い,中立,64.74459532983781,0.6099999999999994,1.8719608823529406,71.1851131456793,35.52311435523114,34.786185882617495,
CNNE,"Cannae Holdings, Inc.",売り,強い売り,中立,34.35317035757954,-0.5800000000000001,-1.0677941176470718,-75.71692454191309,17.351598173515995,19.29612447713094,上影線
JUNS,"Jupiter Neurosciences, Inc.",売り,強い売り,中立,34.046394290186186,-0.21019999999999994,-0.29288852941176213,-56.494444258820664,27.426132723112136,25.199354182557844,カラカサ
CELZ,"Creative Medical Technology Holdings, Inc.",売り,強い売り,売り,44.88770298693578,-0.2300000000000002,-0.14555088235294655,-66.18962676321779,26.923076923076916,21.726495726495703,
VRME,"VerifyMe, Inc.",中立,中立,中立,49.00582354677485,-0.1499999999999999,0.026512352941176376,-74.95173773841567,22.916666666666686,17.061514395161737,
LUCY,"Innovative Eyewear, Inc.",売り,強い売り,中立,43.949980352681735,-0.15000000000000013,-0.2130976470588224,-53.582208046109756,33.2548095798979,22.698758610645097,"トンカチ, 上影線"
UNTY,"Unity Bancorp, Inc.",買い,強い買い,中立,56.58630048988231,2.970000000000006,2.479673529411805,56.05684354708962,73.12186978297167,78.5305670033422,同時線
FLUX,"Flux Power Holdings, Inc.",売り,強い売り,売り,43.67271890156763,-0.15999999999999992,-0.1899888235294136,-30.816727694693252,40.66951566951566,26.363089585311798,
PMN,ProMIS Neurosciences Inc.,強い買い,強い買い,中立,66.1443221863625,3.629999999999999,4.208357352941178,65.88410881637486,44.426816466164034,44.93843901834765,
IPWR,Ideal Power Inc.,売り,強い売り,売り,46.66719770817814,-0.6799999999999997,0.19183558823529445,-41.212103070585,19.767601760176035,22.74749451008877,
ALMU,"Aeluma, Inc.",売り,売り,中立,48.451130141903604,-0.25,-3.0537111764705926,-41.185749819341126,28.622014289599175,16.336831004535338,
UTI,"Universal Technical Institute, Inc.",売り,強い売り,中立,49.454850359553085,-0.620000000000001,-0.6613000000000078,-59.847661691215286,34.62724786125821,25.187124928568924,
SER,"Serina Therapeutics, Inc.",強い売り,強い売り,売り,37.51168475292712,-0.6400000000000001,-0.1397958823529395,-166.11616764823017,6.93569369691096,9.295784530598553,
REI,"Ring Energy, Inc.",強い買い,強い買い,買い,79.46166571033132,0.24,0.23061767647058917,153.5219675868377,98.06538190994614,95.28004395573025,
ELA,Envela Corporation,売り,売り,中立,45.28591077083236,-0.9700000000000006,-0.37030414117647403,-119.22471602331933,16.699410609037358,17.148863368135988,
AEYE,"AudioEye, Inc.",売り,強い売り,中立,26.325461880814387,-1.9800000000000004,-1.5748173529411904,-143.12827103187726,14.540574840582124,13.288842545519982,
LGVN,Longeveron Inc. Class A,売り,売り,中立,48.85492389295988,-0.024499999999999966,-0.026184397058823583,-29.548308220989853,23.55973996861691,15.678307093014752,
XTIA,"XTI Aerospace, Inc.",中立,買い,中立,51.039957294437635,-0.20999999999999996,-0.0012961323529385727,4.507526895411343,48.04804804804807,37.80750447417117,
SCL,Stepan Co,強い買い,強い買い,買い,82.47026657696465,8.549999999999997,9.49204264705886,140.27522915748366,94.34704715442884,92.56395029177179,
OPTT,"Ocean Power Technologies, Inc.",売り,強い売り,中立,48.708385245285584,-0.24620000000000003,0.010389591176470425,-25.23321072667102,24.077215044956976,21.742681097519817,
ESEA,Euroseas Ltd.,強い買い,強い買い,買い,56.17601185462933,1.0300000000000011,-0.7124994117647105,63.0023589021627,42.17307497210104,30.49818757437708,
PRE,Prenetics Global Limited Class A,強い買い,強い買い,中立,66.66432385678605,2.1400000000000006,1.9354838235294132,132.57935927169308,85.16589472444149,72.18445895604638,
ACCS,ACCESS Newswire Inc.,売り,強い売り,中立,29.113415328206315,-2.0900000000000007,-1.347292647058822,-142.5062242043623,3.924998895038119,2.951565634611409,
GRCE,"Grace Therapeutics, Inc.",買い,強い買い,中立,53.20538627658946,-0.08999999999999986,0.004195279411765895,-1.2368944319187993,39.713978101448355,34.68455657802967,陽のコマ
FKWL,Franklin Wireless Corp.,売り,売り,中立,47.27515152823706,-0.02999999999999936,-0.054940000000007316,-25.071059431527836,28.45849802371549,20.20202020202025,
PDFS,"PDF Solutions, Inc.",買い,買い,中立,48.03153805680626,-3.1400000000000006,-2.635465588235263,-57.37134462123577,34.16626621816434,22.09400091751738,同時線
GAIA,"Gaia, Inc. Class A",売り,強い売り,中立,34.811972550546656,-0.45999999999999996,-0.31054382352940735,-113.86254064356916,8.761904761904765,8.68673307439827,トンカチ
IOSP,Innospec Inc.,強い買い,強い買い,買い,72.75727542567891,8.200000000000003,5.787251470588103,143.93492648684847,85.23325059607173,82.5059607165718,
RDCM,RADCOM Ltd.,買い,買い,買い,53.461690340781715,0.2400000000000002,-0.3891291176470215,109.93266786297526,63.11610687363398,45.467386294363415,
SKYH,Sky Harbour Group Corp. Class A,中立,中立,中立,50.87926850217013,-0.08999999999999986,-0.17354654411764514,-38.56536351917088,30.056980056980056,19.391308280197183,包み線 (強気)
